x,y,z_terrain,z_physical,z_agl,u,v,w,speed
8.500000e+01,6.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.500000e+01,6.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e+00,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.500000e+01,7.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e+00,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.500000e+01,8.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e+00,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.500000e+01,9.500000e+01,0.000000e+00,1.500000e+01,1.500000e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
